property_id,url,property_type,price,rooms,area,state,facades_number,is_furnished,has_terrace,has_garden,has_equipped_kitchen,has_swimming_pool,has_open_fire,property_subtype,postal_code,locality,sale_type
RBU55873,https://immovlan.be/en/detail/master-house/for-sale/9700/oudenaarde/rbu55873,Other,550000.0,6.0,450.0,To renovate,4.0,,,,,,,master-house,9700.0,oudenaarde,standard
RBU57015,https://immovlan.be/en/detail/residence/for-sale/9700/oudenaarde/rbu57015,House,429000.0,3.0,196.0,New,2.0,0.0,,,,,,residence,9700.0,oudenaarde,standard
RBU48006,https://immovlan.be/en/detail/residence/for-sale/9700/oudenaarde/rbu48006,House,320000.0,3.0,213.0,Fully renovated,,,,,,,,residence,9700.0,oudenaarde,standard
RBU60888,https://immovlan.be/en/detail/residence/for-sale/9700/leupegem/rbu60888,House,329000.0,3.0,130.0,New,3.0,,,,,,,residence,9700.0,leupegem,standard
RBU60889,https://immovlan.be/en/detail/residence/for-sale/9700/leupegem/rbu60889,House,388250.0,4.0,150.0,New,3.0,,,,,,,residence,9700.0,leupegem,standard
RBU51338,https://immovlan.be/en/detail/residence/for-sale/9700/melden/rbu51338,House,565000.0,2.0,200.0,To demolish,4.0,0.0,,,,,,residence,9700.0,melden,standard
VWD13621,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vwd13621,House,1130000.0,6.0,390.0,nan,,,,1.0,,,,residence,1000.0,brussels,standard
VBC62155,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbc62155,House,308000.0,4.0,160.0,To renovate,,0.0,,,,,,residence,1000.0,brussels,standard
VBD48211,https://immovlan.be/en/detail/residence/for-sale/7730/estaimbourg/vbd48211,House,299000.0,3.0,152.0,New,,0.0,,1.0,,,,residence,7730.0,estaimbourg,standard
VBD48212,https://immovlan.be/en/detail/cottage/for-sale/7060/soignies/vbd48212,House,560000.0,4.0,260.0,Normal,,0.0,,,,,,cottage,7060.0,soignies,standard
VBC78492,https://immovlan.be/en/detail/residence/for-sale/5024/gelbressee/vbc78492,House,145000.0,3.0,105.0,To be renovated,,0.0,,1.0,,,,residence,5024.0,gelbressee,standard
VBD46132,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbd46132,House,345000.0,,240.0,nan,,0.0,,1.0,,,,residence,5100.0,wepion,standard
VWD15515,https://immovlan.be/en/detail/residence/for-sale/5000/namur/vwd15515,House,1557800.0,12.0,410.0,Excellent,,,,1.0,,,,residence,5000.0,namur,standard
VBD47812,https://immovlan.be/en/detail/residence/for-sale/5020/malonne/vbd47812,House,280000.0,2.0,123.0,To be renovated,,,,1.0,,,,residence,5020.0,malonne,standard
VWD15523,https://immovlan.be/en/detail/villa/for-sale/5100/dave/vwd15523,House,770000.0,3.0,242.0,Excellent,,,,1.0,,,,villa,5100.0,dave,standard
VBD43826,https://immovlan.be/en/detail/residence/for-sale/5000/namur/vbd43826,House,409000.0,3.0,148.0,nan,,0.0,,,,,,residence,5000.0,namur,standard
VBD43016,https://immovlan.be/en/detail/residence/for-sale/5020/suarlee/vbd43016,House,950000.0,3.0,180.0,Normal,,0.0,,,,,,residence,5020.0,suarlee,standard
VBD43986,https://immovlan.be/en/detail/residence/for-sale/5020/champion/vbd43986,House,385000.0,3.0,179.0,Under construction,,0.0,,1.0,,,,residence,5020.0,champion,standard
VBC41845,https://immovlan.be/en/detail/residence/for-sale/5000/namur/vbc41845,House,795000.0,1.0,236.0,nan,,0.0,,,,,,residence,5000.0,namur,standard
VBD11497,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd11497,House,515000.0,4.0,190.0,Normal,,0.0,,1.0,,,,residence,5100.0,jambes,standard
VBD18489,https://immovlan.be/en/detail/mixed-building/for-sale/5000/namur/vbd18489,Other,795000.0,6.0,256.0,Normal,,0.0,,,,,,mixed-building,5000.0,namur,standard
VBD19899,https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbd19899,House,129000.0,1.0,58.0,Normal,,0.0,,,,,,residence,5002.0,saint-servais,standard
VBD33141,https://immovlan.be/en/detail/residence/for-sale/5003/saint-marc/vbd33141,House,380000.0,3.0,130.0,Normal,,0.0,,1.0,,,,residence,5003.0,saint-marc,standard
VBD33138,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd33138,House,260000.0,2.0,140.0,Normal,,0.0,,,,,,residence,5100.0,jambes,standard
VBD36877,https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbd36877,House,259000.0,2.0,120.0,nan,,,,1.0,,,,residence,5002.0,saint-servais,standard
VBD35924,https://immovlan.be/en/detail/residence/for-sale/5000/namur/vbd35924,House,250000.0,3.0,135.0,Normal,,0.0,,1.0,,,,residence,5000.0,namur,standard
VBD34130,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd34130,House,325000.0,2.0,109.0,Normal,,0.0,,1.0,,,,residence,5100.0,jambes,standard
VBD43542,https://immovlan.be/en/detail/master-house/for-sale/5300/andenne/vbd43542,Other,295000.0,4.0,,nan,2.0,0.0,,,,,,master-house,5300.0,andenne,standard
VBD48333,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd48333,House,465000.0,7.0,,nan,3.0,0.0,,,,,,residence,4000.0,liege,standard
VBD48336,https://immovlan.be/en/detail/residence/for-sale/4041/milmort/vbd48336,House,219000.0,3.0,,nan,4.0,0.0,,,,,,residence,4041.0,milmort,standard
VBD48341,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbd48341,House,329000.0,11.0,,nan,2.0,0.0,,,,,,residence,4020.0,liege,standard
VBD48343,https://immovlan.be/en/detail/residence/for-sale/4357/donceel/vbd48343,House,1999999.0,9.0,,nan,4.0,1.0,,,,,,residence,4357.0,donceel,standard
VBD48440,https://immovlan.be/en/detail/residence/for-sale/2870/puurs/vbd48440,House,591000.0,3.0,,nan,4.0,,,,,,,residence,2870.0,puurs,standard
VBD48441,https://immovlan.be/en/detail/residence/for-sale/2870/puurs/vbd48441,House,745849.0,4.0,,nan,4.0,,,,,,,residence,2870.0,puurs,standard
RBU56914,https://immovlan.be/en/detail/residence/for-sale/8700/tielt/rbu56914,House,,4.0,,nan,,,,,,,,residence,8700.0,tielt,standard
VBD36576,https://immovlan.be/en/detail/residence/for-sale/7620/jollain-merlin/vbd36576,House,125000.0,5.0,,nan,3.0,0.0,,,,,,residence,7620.0,jollain-merlin,standard
VBC91771,https://immovlan.be/en/detail/master-house/for-sale/6010/couillet/vbc91771,Other,469000.0,4.0,,nan,4.0,0.0,,,,,,master-house,6010.0,couillet,standard
RBU58966,https://immovlan.be/en/detail/residence/for-sale/8770/ingelmunster/rbu58966,House,230000.0,3.0,,nan,2.0,,,,,,,residence,8770.0,ingelmunster,standard
VBD45039,https://immovlan.be/en/detail/residence/for-sale/6210/les-bons-villers/vbd45039,House,299900.0,3.0,,nan,2.0,0.0,,,,,,residence,6210.0,les-bons-villers,standard
RBU59320,https://immovlan.be/en/detail/residence/for-sale/3080/tervuren/rbu59320,House,630000.0,4.0,,nan,4.0,,,,,,,residence,3080.0,tervuren,standard
VBD45301,https://immovlan.be/en/detail/residence/for-sale/5310/branchon/vbd45301,House,275000.0,3.0,,nan,3.0,0.0,,,,,,residence,5310.0,branchon,standard
RBU64372,https://immovlan.be/en/detail/residence/for-sale/1750/lennik/rbu64372,House,310000.0,3.0,,nan,2.0,,,,,,,residence,1750.0,lennik,standard
RBU64373,https://immovlan.be/en/detail/residence/for-sale/1790/affligem/rbu64373,House,295000.0,2.0,,nan,2.0,,,,,,,residence,1790.0,affligem,standard
RBU64330,https://immovlan.be/en/detail/residence/for-sale/3290/deurne/rbu64330,House,295000.0,3.0,,nan,4.0,,,,,,,residence,3290.0,deurne,standard
RBU64311,https://immovlan.be/en/detail/residence/for-sale/2160/wommelgem/rbu64311,House,629000.0,4.0,,nan,4.0,,,,,,,residence,2160.0,wommelgem,standard
RBU64257,https://immovlan.be/en/detail/residence/for-sale/3050/oud-heverlee/rbu64257,House,446000.0,3.0,,nan,3.0,0.0,,,,,,residence,3050.0,oud-heverlee,standard
RBU64218,https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu64218,House,399000.0,3.0,,nan,3.0,0.0,,,,,,residence,3550.0,heusden-zolder,standard
VBD47661,https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd47661,House,500000.0,3.0,,nan,4.0,0.0,,,,,,residence,6700.0,arlon,standard
RBU64222,https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu64222,House,352000.0,3.0,,nan,3.0,0.0,,,,,,residence,3550.0,heusden-zolder,standard
RBU63270,https://immovlan.be/en/detail/residence/for-sale/1770/liedekerke/rbu63270,House,275000.0,5.0,,nan,,0.0,,,,,,residence,1770.0,liedekerke,standard
RBU63111,https://immovlan.be/en/detail/residence/for-sale/1570/galmaarden/rbu63111,House,749000.0,3.0,,nan,4.0,,,,,,,residence,1570.0,galmaarden,standard
VBD47577,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd47577,House,1995000.0,7.0,,nan,4.0,0.0,,,,,,residence,1180.0,ukkel,standard
RBU63084,https://immovlan.be/en/detail/residence/for-sale/8340/damme/rbu63084,House,424800.0,3.0,,nan,3.0,0.0,,,,,,residence,8340.0,damme,standard
VBD47586,https://immovlan.be/en/detail/mixed-building/for-sale/4950/waimes/vbd47586,Other,750000.0,17.0,,nan,4.0,1.0,,,,,,mixed-building,4950.0,waimes,standard
RBU63088,https://immovlan.be/en/detail/villa/for-sale/9600/ronse/rbu63088,House,495000.0,4.0,,nan,4.0,,,,,,,villa,9600.0,ronse,standard
RBU63089,https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbu63089,House,225000.0,3.0,,nan,3.0,0.0,,,,,,residence,9600.0,ronse,standard
VBD47630,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd47630,House,499000.0,3.0,,nan,2.0,0.0,,,,,,residence,1180.0,ukkel,standard
VBD47633,https://immovlan.be/en/detail/residence/for-sale/4171/poulseur/vbd47633,House,37500.0,2.0,,nan,3.0,,,,,,,residence,4171.0,poulseur,standard
VBD47637,https://immovlan.be/en/detail/cottage/for-sale/7760/celles/vbd47637,House,1750000.0,7.0,,nan,4.0,0.0,,,,,,cottage,7760.0,celles,standard
RBU63105,https://immovlan.be/en/detail/residence/for-sale/1640/sint-genesius-rode/rbu63105,House,225000.0,3.0,,nan,,0.0,,,,,,residence,1640.0,sint-genesius-rode,standard
RBU63108,https://immovlan.be/en/detail/villa/for-sale/9500/geraardsbergen/rbu63108,House,850000.0,4.0,,nan,,0.0,,,,,,villa,9500.0,geraardsbergen,standard
RBU63109,https://immovlan.be/en/detail/residence/for-sale/9960/assenede/rbu63109,House,375000.0,3.0,,nan,3.0,0.0,,,,,,residence,9960.0,assenede,standard
RBU63112,https://immovlan.be/en/detail/residence/for-sale/8900/ieper/rbu63112,House,259000.0,2.0,,nan,3.0,,,,,,,residence,8900.0,ieper,standard
RBU63110,https://immovlan.be/en/detail/residence/for-sale/2830/willebroek/rbu63110,House,225000.0,2.0,,nan,3.0,0.0,,,,,,residence,2830.0,willebroek,standard
RBU63117,https://immovlan.be/en/detail/master-house/for-sale/1730/asse/rbu63117,Other,950000.0,4.0,,nan,4.0,1.0,,,,,,master-house,1730.0,asse,standard
RBU63120,https://immovlan.be/en/detail/villa/for-sale/1745/opwijk/rbu63120,House,980000.0,3.0,,nan,4.0,0.0,,,,,,villa,1745.0,opwijk,standard
RBU63123,https://immovlan.be/en/detail/residence/for-sale/1745/opwijk/rbu63123,House,980000.0,3.0,,nan,4.0,0.0,,,,,,residence,1745.0,opwijk,standard
RBU63124,https://immovlan.be/en/detail/villa/for-sale/1730/asse/rbu63124,House,950000.0,4.0,,nan,4.0,1.0,,,,,,villa,1730.0,asse,standard
RBU63125,https://immovlan.be/en/detail/residence/for-sale/1730/asse/rbu63125,House,950000.0,4.0,,nan,4.0,1.0,,,,,,residence,1730.0,asse,standard
RBU63128,https://immovlan.be/en/detail/residence/for-sale/2275/poederlee/rbu63128,House,325000.0,2.0,,nan,4.0,0.0,,,,,,residence,2275.0,poederlee,standard
RBU63129,https://immovlan.be/en/detail/residence/for-sale/9880/aalter/rbu63129,House,645000.0,5.0,,nan,4.0,0.0,,,,,,residence,9880.0,aalter,standard
VBD47651,https://immovlan.be/en/detail/villa/for-sale/6440/froidchapelle/vbd47651,House,325000.0,4.0,,nan,4.0,0.0,,,,,,villa,6440.0,froidchapelle,standard
RBU63130,https://immovlan.be/en/detail/residence/for-sale/2840/rumst/rbu63130,House,629000.0,2.0,,nan,4.0,,,,,,,residence,2840.0,rumst,standard
RBU63163,https://immovlan.be/en/detail/residence/for-sale/3720/kortessem/rbu63163,House,360000.0,3.0,,nan,4.0,,,,,,,residence,3720.0,kortessem,standard
RBU63263,https://immovlan.be/en/detail/villa/for-sale/8770/ingelmunster/rbu63263,House,,5.0,,nan,,,,,,,,villa,8770.0,ingelmunster,standard
RBU63265,https://immovlan.be/en/detail/residence/for-sale/3640/kinrooi/rbu63265,House,449000.0,3.0,,nan,4.0,,,,,,,residence,3640.0,kinrooi,standard
RBU63266,https://immovlan.be/en/detail/residence/for-sale/9820/merelbeke/rbu63266,House,449000.0,3.0,,nan,4.0,0.0,,,,,,residence,9820.0,merelbeke,standard
RBU63268,https://immovlan.be/en/detail/villa/for-sale/2960/brecht/rbu63268,House,895000.0,6.0,,nan,4.0,,,,,,,villa,2960.0,brecht,standard
VBD47654,https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd47654,House,550000.0,5.0,,nan,4.0,0.0,,,,,,residence,6900.0,marche-en-famenne,standard
VWD15526,https://immovlan.be/en/detail/residence/for-sale/6182/souvret/vwd15526,House,160000.0,2.0,,nan,2.0,,,,,,,residence,6182.0,souvret,standard
VWD15527,https://immovlan.be/en/detail/residence/for-sale/1450/chastre-villeroux-blanmont/vwd15527,House,289000.0,2.0,,nan,3.0,,,,,,,residence,1450.0,chastre-villeroux-blanmont,standard
VWD15528,https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vwd15528,House,420000.0,3.0,,nan,2.0,,,,,,,residence,1150.0,sint-pieters-woluwe,standard
RBU63272,https://immovlan.be/en/detail/residence/for-sale/9920/lievegem/rbu63272,House,199000.0,2.0,,nan,3.0,,,,,,,residence,9920.0,lievegem,standard
RBU63274,https://immovlan.be/en/detail/residence/for-sale/9920/lievegem/rbu63274,House,199000.0,2.0,,nan,2.0,,,,,,,residence,9920.0,lievegem,standard
RBU63275,https://immovlan.be/en/detail/residence/for-sale/9920/lievegem/rbu63275,House,239000.0,3.0,,nan,3.0,,,,,,,residence,9920.0,lievegem,standard
VWD15530,https://immovlan.be/en/detail/residence/for-sale/5310/aische-en-refail/vwd15530,House,350000.0,6.0,,nan,4.0,,,,,,,residence,5310.0,aische-en-refail,standard
VWD15531,https://immovlan.be/en/detail/villa/for-sale/6700/arlon/vwd15531,House,549000.0,5.0,,nan,4.0,,,,,,,villa,6700.0,arlon,standard
RWC41162,https://immovlan.be/en/detail/residence/for-sale/9340/lede/rwc41162,House,348000.0,3.0,,nan,3.0,,,,,,,residence,9340.0,lede,standard
VBD47696,https://immovlan.be/en/detail/villa/for-sale/1070/anderlecht/vbd47696,House,520000.0,4.0,,nan,3.0,,,,,,,villa,1070.0,anderlecht,standard
VBD47700,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd47700,House,830000.0,3.0,,nan,4.0,0.0,,,,,,villa,1410.0,waterloo,standard
RBU63286,https://immovlan.be/en/detail/residence/for-sale/8340/damme/rbu63286,House,319000.0,5.0,,nan,4.0,0.0,,,,,,residence,8340.0,damme,standard
VWD15533,https://immovlan.be/en/detail/residence/for-sale/1200/sint-lambrechts-woluwe/vwd15533,House,825000.0,4.0,,nan,2.0,,,,,,,residence,1200.0,sint-lambrechts-woluwe,standard
VBD47712,https://immovlan.be/en/detail/residence/for-sale/1325/chaumont-gistoux/vbd47712,House,740000.0,3.0,,nan,4.0,0.0,,,,,,residence,1325.0,chaumont-gistoux,standard
RBU63298,https://immovlan.be/en/detail/residence/for-sale/2150/borsbeek/rbu63298,House,449500.0,3.0,,nan,2.0,0.0,,,,,,residence,2150.0,borsbeek,standard
RBU63430,https://immovlan.be/en/detail/residence/for-sale/8620/nieuwpoort/rbu63430,House,439000.0,4.0,,nan,4.0,,,,,,,residence,8620.0,nieuwpoort,standard
RBU63441,https://immovlan.be/en/detail/master-house/for-sale/9600/ronse/rbu63441,Other,280000.0,5.0,,nan,2.0,,,,,,,master-house,9600.0,ronse,standard
RBU63472,https://immovlan.be/en/detail/residence/for-sale/2280/grobbendonk/rbu63472,House,445000.0,2.0,,nan,4.0,0.0,,,,,,residence,2280.0,grobbendonk,standard
VBD47768,https://immovlan.be/en/detail/residence/for-sale/1430/rebecq/vbd47768,House,1090000.0,4.0,,nan,4.0,0.0,,,,,,residence,1430.0,rebecq,standard
RBU64193,https://immovlan.be/en/detail/residence/for-sale/9990/maldegem/rbu64193,House,385000.0,3.0,,nan,4.0,0.0,,,,,,residence,9990.0,maldegem,standard
VBD47771,https://immovlan.be/en/detail/residence/for-sale/1081/koekelberg/vbd47771,House,399000.0,3.0,,nan,2.0,0.0,,,,,,residence,1081.0,koekelberg,standard
VBD47772,https://immovlan.be/en/detail/residence/for-sale/1090/jette/vbd47772,House,399000.0,3.0,,nan,2.0,0.0,,,,,,residence,1090.0,jette,standard
VBD47773,https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbd47773,House,1090000.0,4.0,,nan,4.0,0.0,,,,,,residence,7850.0,enghien,standard
VBD47788,https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbd47788,House,560000.0,3.0,,nan,3.0,0.0,,,,,,residence,1410.0,waterloo,standard
VBD47806,https://immovlan.be/en/detail/residence/for-sale/4180/comblain-fairon/vbd47806,House,189000.0,2.0,,nan,,0.0,,,,,,residence,4180.0,comblain-fairon,standard
RBU64199,https://immovlan.be/en/detail/residence/for-sale/2070/burcht/rbu64199,House,474000.0,5.0,,nan,2.0,,,,,,,residence,2070.0,burcht,standard
VBD47813,https://immovlan.be/en/detail/residence/for-sale/6141/forchies-la-marche/vbd47813,House,85000.0,3.0,,nan,3.0,,,,,,,residence,6141.0,forchies-la-marche,standard
VBD47814,https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd47814,House,450000.0,4.0,,nan,2.0,1.0,,,,,,residence,6700.0,arlon,standard
VBD47816,https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbd47816,House,2350000.0,5.0,,nan,4.0,,,,,,,villa,1640.0,sint-genesius-rode,standard
VBD47821,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbd47821,House,1320000.0,4.0,,nan,4.0,0.0,,,,,,villa,1180.0,ukkel,standard
VBD47829,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd47829,House,2900000.0,8.0,,nan,4.0,0.0,,,,,,residence,1180.0,ukkel,standard
VBD47831,https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbd47831,House,2290000.0,5.0,,nan,4.0,0.0,,,,,,villa,1640.0,sint-genesius-rode,standard
VBD47835,https://immovlan.be/en/detail/villa/for-sale/1630/linkebeek/vbd47835,House,2290000.0,5.0,,nan,4.0,0.0,,,,,,villa,1630.0,linkebeek,standard
VBD47836,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd47836,House,1250000.0,3.0,,nan,3.0,0.0,,,,,,residence,1180.0,ukkel,standard
RBU64208,https://immovlan.be/en/detail/villa/for-sale/9840/de-pinte/rbu64208,House,860000.0,3.0,,nan,4.0,0.0,,,,,,villa,9840.0,de-pinte,standard
VBD47851,https://immovlan.be/en/detail/residence/for-sale/4300/bettincourt/vbd47851,House,249000.0,3.0,,nan,3.0,0.0,,,,,,residence,4300.0,bettincourt,standard
VBD47858,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbd47858,House,350000.0,3.0,,nan,3.0,0.0,,,,,,residence,1480.0,tubize,standard
VBD47862,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbd47862,House,499000.0,4.0,,nan,,0.0,,,,,,residence,1030.0,schaarbeek,standard
VWD15547,https://immovlan.be/en/detail/residence/for-sale/6200/chatelineau/vwd15547,House,200000.0,3.0,,nan,2.0,,,,,,,residence,6200.0,chatelineau,standard
VBD47863,https://immovlan.be/en/detail/residence/for-sale/7870/lens/vbd47863,House,263000.0,2.0,,nan,,0.0,,,,,,residence,7870.0,lens,standard
RBU64217,https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu64217,House,295000.0,3.0,,nan,3.0,,,,,,,residence,3980.0,tessenderlo,standard
RBU64225,https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu64225,House,315000.0,4.0,,nan,3.0,,,,,,,residence,3550.0,heusden-zolder,standard
RBU64224,https://immovlan.be/en/detail/residence/for-sale/3550/heusden/rbu64224,House,289000.0,3.0,,nan,3.0,,,,,,,residence,3550.0,heusden,standard
VBD47874,https://immovlan.be/en/detail/residence/for-sale/9420/erpe/vbd47874,House,434942.0,3.0,,nan,3.0,,,,,,,residence,9420.0,erpe,standard
VBD47873,https://immovlan.be/en/detail/residence/for-sale/2930/brasschaat/vbd47873,House,1126849.0,4.0,,nan,4.0,,,,,,,residence,2930.0,brasschaat,standard
VBD47875,https://immovlan.be/en/detail/residence/for-sale/9770/kruishoutem/vbd47875,House,454397.0,4.0,,nan,4.0,,,,,,,residence,9770.0,kruishoutem,standard
RBU64230,https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbu64230,House,745000.0,3.0,,nan,,,,,,,,residence,3090.0,overijse,standard
VBD47876,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd47876,House,275000.0,4.0,,nan,,0.0,,,,,,residence,4500.0,huy,standard
VBD47882,https://immovlan.be/en/detail/mixed-building/for-sale/4750/butgenbach/vbd47882,Other,750000.0,17.0,,nan,4.0,1.0,,,,,,mixed-building,4750.0,butgenbach,standard
RBU64236,https://immovlan.be/en/detail/residence/for-sale/2950/kapellen/rbu64236,House,399000.0,3.0,,nan,,0.0,,,,,,residence,2950.0,kapellen,standard
VBD47883,https://immovlan.be/en/detail/residence/for-sale/7911/hacquegnies/vbd47883,House,595000.0,6.0,,nan,4.0,0.0,,,,,,residence,7911.0,hacquegnies,standard
VBD47895,https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd47895,House,189500.0,3.0,,nan,2.0,0.0,,,,,,residence,4500.0,huy,standard
VBD47899,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbd47899,House,499000.0,3.0,,nan,2.0,0.0,,,,,,villa,1180.0,ukkel,standard
RBU64238,https://immovlan.be/en/detail/residence/for-sale/9190/stekene/rbu64238,House,695000.0,5.0,,nan,4.0,0.0,,,,,,residence,9190.0,stekene,standard
VBD47914,https://immovlan.be/en/detail/residence/for-sale/4950/waimes/vbd47914,House,370000.0,4.0,,nan,4.0,0.0,,,,,,residence,4950.0,waimes,standard
VBD47917,https://immovlan.be/en/detail/cottage/for-sale/6761/latour/vbd47917,House,380000.0,5.0,,nan,4.0,0.0,,,,,,cottage,6761.0,latour,standard
VBD47918,https://immovlan.be/en/detail/residence/for-sale/7340/wasmes/vbd47918,House,30000.0,1.0,,nan,2.0,0.0,,,,,,residence,7340.0,wasmes,standard
RBU64242,https://immovlan.be/en/detail/residence/for-sale/8970/poperinge/rbu64242,House,159000.0,3.0,,nan,3.0,0.0,,,,,,residence,8970.0,poperinge,standard
RBU64241,https://immovlan.be/en/detail/residence/for-sale/3680/neeroeteren/rbu64241,House,295000.0,3.0,,nan,4.0,0.0,,,,,,residence,3680.0,neeroeteren,standard
VBD47936,https://immovlan.be/en/detail/residence/for-sale/4577/modave/vbd47936,House,299000.0,3.0,,nan,2.0,,,,,,,residence,4577.0,modave,standard
RBU64243,https://immovlan.be/en/detail/residence/for-sale/3600/genk/rbu64243,House,365000.0,3.0,,nan,,0.0,,,,,,residence,3600.0,genk,standard
VBD47937,https://immovlan.be/en/detail/cottage/for-sale/7950/huissignies/vbd47937,House,230000.0,2.0,,nan,4.0,0.0,,,,,,cottage,7950.0,huissignies,standard
RWC41166,https://immovlan.be/en/detail/residence/for-sale/1745/opwijk/rwc41166,House,450000.0,4.0,,nan,3.0,,,,,,,residence,1745.0,opwijk,standard
VBD47946,https://immovlan.be/en/detail/residence/for-sale/1320/tourinnes-la-grosse/vbd47946,House,245000.0,1.0,,nan,3.0,0.0,,,,,,residence,1320.0,tourinnes-la-grosse,standard
RBU64247,https://immovlan.be/en/detail/residence/for-sale/9880/aalter/rbu64247,House,425000.0,4.0,,nan,4.0,0.0,,,,,,residence,9880.0,aalter,standard
RBU64253,https://immovlan.be/en/detail/residence/for-sale/7860/lessines/rbu64253,House,110000.0,2.0,,nan,2.0,0.0,,,,,,residence,7860.0,lessines,standard
RBU64254,https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu64254,House,275000.0,2.0,,nan,4.0,0.0,,,,,,residence,9620.0,zottegem,standard
VWD15561,https://immovlan.be/en/detail/residence/for-sale/7063/chaussee-notre-dame-louvignies/vwd15561,House,850000.0,8.0,,nan,4.0,,,,,,,residence,7063.0,chaussee-notre-dame-louvignies,standard
RBU64258,https://immovlan.be/en/detail/residence/for-sale/3130/begijnendijk/rbu64258,House,479500.0,3.0,,nan,3.0,0.0,,,,,,residence,3130.0,begijnendijk,standard
RBU64259,https://immovlan.be/en/detail/residence/for-sale/3130/begijnendijk/rbu64259,House,649500.0,4.0,,nan,4.0,0.0,,,,,,residence,3130.0,begijnendijk,standard
RBU64260,https://immovlan.be/en/detail/residence/for-sale/8780/oostrozebeke/rbu64260,House,349000.0,3.0,,nan,3.0,0.0,,,,,,residence,8780.0,oostrozebeke,standard
RBU64263,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbu64263,House,329000.0,3.0,,nan,3.0,0.0,,,,,,residence,8870.0,izegem,standard
RBU64264,https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbu64264,House,969000.0,5.0,,nan,,0.0,,,,,,residence,2860.0,sint-katelijne-waver,standard
VBD47955,https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbd47955,House,295000.0,2.0,,nan,2.0,,,,,,,residence,7850.0,enghien,standard
RBU64266,https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbu64266,House,749000.0,5.0,,nan,3.0,0.0,,,,,,residence,2400.0,mol,standard
RBU64267,https://immovlan.be/en/detail/residence/for-sale/3900/overpelt/rbu64267,House,589000.0,3.0,,nan,4.0,0.0,,,,,,residence,3900.0,overpelt,standard
RBU64268,https://immovlan.be/en/detail/residence/for-sale/3900/pelt/rbu64268,House,390000.0,4.0,,nan,4.0,0.0,,,,,,residence,3900.0,pelt,standard
RBU64276,https://immovlan.be/en/detail/residence/for-sale/8211/aartrijke/rbu64276,House,279000.0,3.0,,nan,4.0,0.0,,,,,,residence,8211.0,aartrijke,standard
VBD47956,https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd47956,House,180000.0,2.0,,nan,2.0,,,,,,,residence,4300.0,waremme,standard
RBU64312,https://immovlan.be/en/detail/residence/for-sale/2970/schilde/rbu64312,House,385000.0,3.0,,nan,2.0,,,,,,,residence,2970.0,schilde,standard
VBD47992,https://immovlan.be/en/detail/cottage/for-sale/6661/mont/vbd47992,House,225000.0,5.0,,nan,4.0,0.0,,,,,,cottage,6661.0,mont,standard
RBU64318,https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu64318,House,389000.0,3.0,,nan,4.0,0.0,,,,,,residence,2200.0,noorderwijk,standard
