property_id,url,property_type,price,rooms,area,state,facades_number,is_furnished,has_terrace,has_garden,has_equipped_kitchen,has_swimming_pool,has_open_fire,property_subtype,postal_code,locality,sale_type
RBU61383,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu61383,House,299000.0,3.0,176.0,Normal,,0.0,,1.0,,,,residence,2660.0,hoboken,standard
RBU61403,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu61403,House,439000.0,4.0,189.0,Normal,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU61404,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu61404,House,264000.0,2.0,107.0,To be renovated,,0.0,,,,,,residence,2610.0,wilrijk,standard
RBU43493,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu43493,House,329000.0,4.0,139.0,To be renovated,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU50579,https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rbu50579,House,340000.0,2.0,187.0,nan,,0.0,,,,,,residence,2140.0,borgerhout,standard
RBU61492,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu61492,House,499000.0,4.0,246.0,nan,,,,,,,,residence,2660.0,hoboken,standard
RBU50511,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu50511,House,329000.0,3.0,116.0,Normal,,,,,,,,residence,2610.0,wilrijk,standard
RBU50595,https://immovlan.be/en/detail/residence/for-sale/2600/berchem/rbu50595,House,665000.0,4.0,190.0,Normal,,0.0,,1.0,,,,residence,2600.0,berchem,standard
RBU31064,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu31064,House,399000.0,4.0,166.0,Normal,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU23697,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu23697,House,364000.0,3.0,165.0,nan,,,,,,,,residence,2660.0,hoboken,standard
RBU08868,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu08868,House,795000.0,5.0,535.0,Normal,,0.0,,1.0,,,,residence,2660.0,hoboken,standard
RBU37604,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu37604,House,229000.0,2.0,103.0,To be renovated,,0.0,,,,,,residence,2100.0,deurne,standard
RBU07478,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu07478,House,385000.0,4.0,168.0,Normal,,0.0,,1.0,,,,residence,2610.0,wilrijk,standard
RBU43494,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu43494,House,335000.0,3.0,155.0,Excellent,,0.0,,,,,,residence,2180.0,ekeren,standard
RBS62573,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbs62573,House,349000.0,5.0,181.0,To be renovated,,0.0,,1.0,,,,residence,2020.0,antwerp,standard
RBS93664,https://immovlan.be/en/detail/residence/for-sale/2030/antwerp/rbs93664,House,295000.0,3.0,131.0,Excellent,,,,,,,,residence,2030.0,antwerp,standard
RBS60539,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbs60539,House,320000.0,3.0,129.0,nan,,,,,,,,residence,2060.0,antwerp,standard
RBT79476,https://immovlan.be/en/detail/residence/for-sale/2030/antwerp/rbt79476,House,329000.0,3.0,126.0,nan,,,,,,,,residence,2030.0,antwerp,standard
RBT96439,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbt96439,House,299000.0,3.0,130.0,Normal,,0.0,,1.0,,,,residence,2020.0,antwerp,standard
RBU43470,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu43470,House,480000.0,3.0,122.0,New,,0.0,,,,,,residence,2018.0,antwerp,standard
RBU16446,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbu16446,House,525000.0,3.0,290.0,Normal,,0.0,,,,,,residence,2020.0,antwerp,standard
RBS95130,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbs95130,House,549000.0,7.0,245.0,nan,,,,1.0,,,,residence,2060.0,antwerp,standard
RBU16486,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu16486,House,919000.0,5.0,387.0,To be renovated,,0.0,,,,,,residence,2018.0,antwerp,standard
RBU16512,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu16512,House,445000.0,4.0,185.0,Normal,,0.0,,1.0,,,,residence,2660.0,hoboken,standard
RBU16914,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu16914,House,279000.0,5.0,119.0,Normal,,0.0,,,,,,residence,2100.0,deurne,standard
RBU16729,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu16729,House,399000.0,3.0,220.0,nan,,,,,,,,residence,2180.0,ekeren,standard
RBU16621,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu16621,House,497200.0,3.0,228.0,To be renovated,,0.0,,1.0,,,,residence,2610.0,wilrijk,standard
RWC40525,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rwc40525,House,459500.0,4.0,168.0,Excellent,,,,1.0,,,,residence,2100.0,deurne,standard
RBU19867,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu19867,House,295000.0,2.0,134.0,To be renovated,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU20194,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu20194,House,349000.0,4.0,180.0,To be renovated,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU20484,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu20484,House,490000.0,3.0,117.0,Fully renovated,,,,,,,,residence,2018.0,antwerp,standard
RBU20383,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu20383,House,309000.0,3.0,159.0,To be renovated,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU20382,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu20382,House,309000.0,3.0,167.0,Normal,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU20695,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu20695,House,349000.0,5.0,189.0,nan,,,,,,,,residence,2660.0,hoboken,standard
RBU20192,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu20192,House,315000.0,4.0,186.0,Normal,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU20697,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu20697,House,355000.0,7.0,333.0,nan,,,,,,,,residence,2660.0,hoboken,standard
RBU20703,https://immovlan.be/en/detail/master-house/for-sale/2018/antwerp/rbu20703,Other,1095000.0,4.0,,Fully renovated,,,,,,,,master-house,2018.0,antwerp,standard
RBU23166,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu23166,House,199000.0,1.0,116.0,To be renovated,,0.0,,,,,,residence,2660.0,hoboken,standard
RBU23653,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu23653,House,219000.0,2.0,134.0,To be renovated,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU23315,https://immovlan.be/en/detail/master-house/for-sale/2018/antwerp/rbu23315,Other,665000.0,4.0,190.0,Fully renovated,,0.0,,,,,,master-house,2018.0,antwerp,standard
RBT45088,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt45088,House,469000.0,2.0,238.0,Normal,,0.0,,,,,,residence,2060.0,antwerp,standard
RBT48197,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt48197,House,495000.0,4.0,333.0,Normal,,0.0,,,,,,residence,2060.0,antwerp,standard
RBT46918,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt46918,House,165000.0,2.0,42.0,To be renovated,,0.0,,,,,,residence,2060.0,antwerp,standard
RBT66718,https://immovlan.be/en/detail/residence/for-sale/2600/berchem/rbt66718,House,375000.0,4.0,184.0,To be renovated,,0.0,,,,,,residence,2600.0,berchem,standard
RBT68986,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbt68986,House,973000.0,5.0,286.0,Fully renovated,,,,,,,,residence,2018.0,antwerp,standard
RBT73823,https://immovlan.be/en/detail/villa/for-sale/2610/wilrijk/rbt73823,House,650000.0,3.0,195.0,To be renovated,,0.0,,1.0,,,,villa,2610.0,wilrijk,standard
RBT87283,https://immovlan.be/en/detail/residence/for-sale/2000/antwerp/rbt87283,House,399000.0,3.0,75.0,Normal,,0.0,,1.0,,,,residence,2000.0,antwerp,standard
RBT73777,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt73777,House,595000.0,7.0,250.0,To be renovated,,0.0,,1.0,,,,residence,2060.0,antwerp,standard
RBT87482,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbt87482,House,310000.0,2.0,171.0,To be renovated,,0.0,,1.0,,,,residence,2660.0,hoboken,standard
RBT77260,https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rbt77260,House,280000.0,4.0,177.0,To be renovated,,0.0,,,,,,residence,2140.0,borgerhout,standard
RBT87751,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbt87751,House,349000.0,3.0,162.0,To be renovated,,,,,,,,residence,2610.0,wilrijk,standard
RBT89973,https://immovlan.be/en/detail/master-house/for-sale/2100/deurne/rbt89973,Other,450000.0,4.0,343.0,To be renovated,,0.0,,1.0,,,,master-house,2100.0,deurne,standard
RBT98424,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt98424,House,349000.0,3.0,171.0,Normal,,0.0,,1.0,,,,residence,2060.0,antwerp,standard
RBT99446,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbt99446,House,575000.0,4.0,166.0,To be renovated,,,,1.0,,,,residence,2180.0,ekeren,standard
RBU00157,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu00157,House,365000.0,3.0,140.0,Normal,,0.0,,,,,,residence,2100.0,deurne,standard
RBU02189,https://immovlan.be/en/detail/mixed-building/for-sale/2100/deurne/rbu02189,Other,425000.0,4.0,139.0,To renovate,,0.0,,1.0,,,,mixed-building,2100.0,deurne,standard
RBU02704,https://immovlan.be/en/detail/residence/for-sale/2140/antwerp/rbu02704,House,399000.0,4.0,174.0,Normal,,,,,,,,residence,2140.0,antwerp,standard
RBU43471,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu43471,House,470000.0,3.0,117.0,New,,0.0,,,,,,residence,2018.0,antwerp,standard
RBR88750,https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rbr88750,House,369000.0,3.0,133.0,To be renovated,,0.0,,1.0,,,,residence,2140.0,borgerhout,standard
VWD09446,https://immovlan.be/en/detail/residence/for-sale/2140/antwerp/vwd09446,House,549500.0,3.0,146.0,Excellent,,,,1.0,,,,residence,2140.0,antwerp,standard
RBR93494,https://immovlan.be/en/detail/master-house/for-sale/2018/antwerp/rbr93494,Other,,6.0,416.0,To be renovated,,,,,,,,master-house,2018.0,antwerp,standard
RBS52265,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbs52265,House,469000.0,5.0,249.0,To be renovated,,0.0,,,,,,residence,2610.0,wilrijk,standard
RBT00788,https://immovlan.be/en/detail/master-house/for-sale/2140/borgerhout/rbt00788,Other,449000.0,4.0,235.0,Normal,,0.0,,,,,,master-house,2140.0,borgerhout,standard
RBT15292,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbt15292,House,529000.0,3.0,123.0,nan,,,,,,,,residence,2020.0,antwerp,standard
RBT00905,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbt00905,House,289000.0,4.0,127.0,Normal,,0.0,,,,,,residence,2100.0,deurne,standard
RBT09962,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbt09962,House,345000.0,7.0,190.0,nan,,,,,,,,residence,2100.0,deurne,standard
RBT14407,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt14407,House,499000.0,4.0,275.0,To be renovated,,0.0,,,,,,residence,2060.0,antwerp,standard
RBT21112,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbt21112,House,265000.0,3.0,147.0,Normal,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBT26450,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbt26450,House,575000.0,4.0,248.0,To renovate,,,,1.0,,,,residence,2018.0,antwerp,standard
RBT26464,https://immovlan.be/en/detail/residence/for-sale/2000/antwerp/rbt26464,House,980000.0,3.0,409.0,To renovate,,,,1.0,,,,residence,2000.0,antwerp,standard
RBT26465,https://immovlan.be/en/detail/mixed-building/for-sale/2000/antwerp/rbt26465,Other,980000.0,3.0,409.0,To renovate,,,,1.0,,,,mixed-building,2000.0,antwerp,standard
RBT36139,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbt36139,House,499900.0,3.0,159.0,New,,0.0,,1.0,,,,residence,2610.0,wilrijk,standard
RWC39588,https://immovlan.be/en/detail/residence/for-sale/2040/antwerp/rwc39588,House,408050.0,3.0,515.0,Excellent,,,,,,,,residence,2040.0,antwerp,standard
RWC39589,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rwc39589,House,408050.0,3.0,320.0,Excellent,,,,,,,,residence,2610.0,wilrijk,standard
RWC39590,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rwc39590,House,408050.0,3.0,792.0,Excellent,,,,,,,,residence,2180.0,ekeren,standard
RWC39597,https://immovlan.be/en/detail/villa/for-sale/2040/antwerp/rwc39597,House,393050.0,3.0,420.0,Excellent,,,,,,,,villa,2040.0,antwerp,standard
RWC39591,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rwc39591,House,402050.0,3.0,306.0,Excellent,,,,,,,,residence,2170.0,merksem,standard
RBU15699,https://immovlan.be/en/detail/master-house/for-sale/2060/antwerp/rbu15699,Other,549000.0,3.0,,Normal,,0.0,,1.0,,,,master-house,2060.0,antwerp,standard
RBU15698,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu15698,House,599000.0,4.0,,To be renovated,,0.0,,1.0,,,,residence,2060.0,antwerp,standard
RBU11482,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu11482,House,449000.0,4.0,183.0,Normal,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU15989,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu15989,House,399000.0,4.0,162.0,Normal,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU15987,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu15987,House,249000.0,2.0,109.0,To be renovated,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU15990,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu15990,House,499000.0,3.0,180.0,Normal,,0.0,,,,,,residence,2100.0,deurne,standard
RBU16052,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu16052,House,375000.0,3.0,193.0,Normal,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU16378,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu16378,House,215000.0,3.0,158.0,To be renovated,,0.0,,,,,,residence,2060.0,antwerp,standard
RBU16016,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu16016,House,299000.0,3.0,112.0,Normal,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU16393,https://immovlan.be/en/detail/master-house/for-sale/2000/antwerp/rbu16393,Other,750000.0,6.0,222.0,Normal,,0.0,,,,,,master-house,2000.0,antwerp,standard
RBU16406,https://immovlan.be/en/detail/residence/for-sale/2030/antwerp/rbu16406,House,175000.0,2.0,200.0,Normal,,0.0,,,,,,residence,2030.0,antwerp,standard
RBU16409,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbu16409,House,329000.0,3.0,132.0,Normal,,0.0,,,,,,residence,2020.0,antwerp,standard
RBU16419,https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rbu16419,House,399000.0,4.0,262.0,To be renovated,,0.0,,,,,,residence,2140.0,borgerhout,standard
RBU16422,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu16422,House,399000.0,5.0,168.0,Normal,,0.0,,,,,,residence,2060.0,antwerp,standard
RBU16433,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu16433,House,340000.0,4.0,181.0,To be renovated,,0.0,,,,,,residence,2018.0,antwerp,standard
RBU16437,https://immovlan.be/en/detail/master-house/for-sale/2600/berchem/rbu16437,Other,490000.0,5.0,250.0,Normal,,0.0,,,,,,master-house,2600.0,berchem,standard
RBU16440,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu16440,House,549000.0,3.0,228.0,To be renovated,,0.0,,,,,,residence,2018.0,antwerp,standard
RBU33137,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu33137,House,735000.0,3.0,140.0,New,,,,,,,,residence,2018.0,antwerp,standard
RBU32914,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu32914,House,424000.0,3.0,162.0,Excellent,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU33253,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu33253,House,349900.0,2.0,144.0,Normal,,0.0,,,,,,residence,2060.0,antwerp,standard
RBU25591,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu25591,House,324900.0,3.0,145.0,Normal,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU32050,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu32050,House,335000.0,2.0,135.0,Normal,,0.0,,,,,,residence,2660.0,hoboken,standard
RBU32240,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu32240,House,1680000.0,7.0,504.0,Excellent,,,,1.0,,,,residence,2060.0,antwerp,standard
RBU33831,https://immovlan.be/en/detail/master-house/for-sale/2000/antwerp/rbu33831,Other,999999.0,3.0,218.0,Excellent,,,,,,,,master-house,2000.0,antwerp,standard
RBU34028,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu34028,House,239000.0,2.0,89.0,To be renovated,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU34401,https://immovlan.be/en/detail/residence/for-sale/2000/antwerp/rbu34401,House,815000.0,6.0,220.0,Excellent,,,,,,,,residence,2000.0,antwerp,standard
RBU34266,https://immovlan.be/en/detail/residence/for-sale/2000/antwerp/rbu34266,House,375000.0,4.0,216.0,To be renovated,,0.0,,1.0,,,,residence,2000.0,antwerp,standard
RBU34578,https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rbu34578,House,225000.0,2.0,72.0,Normal,,0.0,,,,,,residence,2140.0,borgerhout,standard
RBU36273,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu36273,House,349000.0,3.0,172.0,Normal,,0.0,,1.0,,,,residence,2180.0,ekeren,standard
RBU36611,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu36611,House,595000.0,5.0,230.0,New,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU37374,https://immovlan.be/en/detail/master-house/for-sale/2060/antwerp/rbu37374,Other,429000.0,4.0,178.0,Normal,,0.0,,1.0,,,,master-house,2060.0,antwerp,standard
RBU36667,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu36667,House,324000.0,3.0,127.0,Normal,,0.0,,,,,,residence,2060.0,antwerp,standard
RBU37490,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu37490,House,,4.0,229.0,To renovate,,,,,,,,residence,2610.0,wilrijk,standard
RBU37615,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu37615,House,475000.0,4.0,201.0,Normal,,0.0,,1.0,,,,residence,2660.0,hoboken,standard
RBU35912,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu35912,House,379000.0,4.0,162.0,Normal,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU38429,https://immovlan.be/en/detail/residence/for-sale/2140/antwerp/rbu38429,House,319000.0,3.0,133.0,nan,,,,,,,,residence,2140.0,antwerp,standard
RBU23754,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu23754,House,365000.0,6.0,212.0,nan,,,,,,,,residence,2018.0,antwerp,standard
RBU23847,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu23847,House,299000.0,3.0,155.0,To be renovated,,,,,,,,residence,2610.0,wilrijk,standard
RBU24062,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu24062,House,360000.0,3.0,153.0,To be renovated,,0.0,,,,,,residence,2660.0,hoboken,standard
RBU24692,https://immovlan.be/en/detail/master-house/for-sale/2000/antwerp/rbu24692,Other,2375000.0,6.0,709.0,Excellent,,,,,,,,master-house,2000.0,antwerp,standard
RBU25290,https://immovlan.be/en/detail/residence/for-sale/2600/berchem/rbu25290,House,995000.0,3.0,330.0,nan,,,,,,,,residence,2600.0,berchem,standard
RBU16429,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu16429,House,215000.0,2.0,111.0,Normal,,0.0,,,,,,residence,2660.0,hoboken,standard
RBU27180,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu27180,House,375000.0,4.0,176.0,nan,,,,,,,,residence,2660.0,hoboken,standard
RBU28080,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu28080,House,369000.0,3.0,180.0,Normal,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU27371,https://immovlan.be/en/detail/residence/for-sale/2050/antwerp/rbu27371,House,398000.0,3.0,163.0,nan,,,,,,,,residence,2050.0,antwerp,standard
RBU28089,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu28089,House,365000.0,4.0,172.0,Normal,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU27947,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu27947,House,268000.0,2.0,100.0,nan,,0.0,,,,,,residence,2660.0,hoboken,standard
RBU28098,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu28098,House,399000.0,3.0,179.0,Normal,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU28288,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu28288,House,359000.0,4.0,167.0,Normal,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU28636,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu28636,House,295000.0,3.0,111.0,Normal,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU28107,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu28107,House,354000.0,4.0,150.0,Normal,,0.0,,,,,,residence,2170.0,merksem,standard
RBU29231,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu29231,House,235000.0,3.0,96.0,nan,,,,,,,,residence,2060.0,antwerp,standard
RBU30790,https://immovlan.be/en/detail/villa/for-sale/2180/ekeren/rbu30790,House,750000.0,4.0,385.0,Normal,,0.0,,,,,,villa,2180.0,ekeren,standard
RBU29981,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu29981,House,765000.0,2.0,205.0,nan,,,,,,,,residence,2018.0,antwerp,standard
RBU43835,https://immovlan.be/en/detail/master-house/for-sale/2018/antwerp/rbu43835,Other,635000.0,4.0,,To be renovated,,,,,,,,master-house,2018.0,antwerp,standard
RBU44073,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu44073,House,850000.0,4.0,169.0,nan,,,,,,,,residence,2610.0,wilrijk,standard
RBU43961,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu43961,House,349000.0,3.0,135.0,Normal,,0.0,,,,,,residence,2660.0,hoboken,standard
RBU44070,https://immovlan.be/en/detail/residence/for-sale/2600/berchem/rbu44070,House,499000.0,2.0,112.0,Normal,,0.0,,,,,,residence,2600.0,berchem,standard
RWC40920,https://immovlan.be/en/detail/residence/for-sale/2600/berchem/rwc40920,House,309000.0,3.0,118.0,To be renovated,,,,,,,,residence,2600.0,berchem,standard
RBU45081,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu45081,House,444900.0,3.0,226.0,Normal,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU45016,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu45016,House,265000.0,6.0,139.0,To be renovated,,0.0,,,,,,residence,2060.0,antwerp,standard
RBU45103,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu45103,House,299000.0,5.0,178.0,To be renovated,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU45105,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu45105,House,329000.0,3.0,162.0,To be renovated,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU45749,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu45749,House,319000.0,3.0,120.0,Normal,,0.0,,1.0,,,,residence,2180.0,ekeren,standard
RBU46263,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu46263,House,328000.0,4.0,,nan,,0.0,,,,,,residence,2660.0,hoboken,standard
RBU45564,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu45564,House,620000.0,8.0,323.0,nan,,0.0,,,,,,residence,2060.0,antwerp,standard
RBU46961,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu46961,House,589000.0,3.0,140.0,Excellent,,0.0,,1.0,,,,residence,2018.0,antwerp,standard
RBU47788,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu47788,House,269000.0,2.0,106.0,To be renovated,,0.0,,,,,,residence,2060.0,antwerp,standard
RBU47048,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu47048,House,299000.0,2.0,110.0,Normal,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU47791,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu47791,House,248000.0,2.0,134.0,Normal,,0.0,,,,,,residence,2060.0,antwerp,standard
RBU47182,https://immovlan.be/en/detail/residence/for-sale/2000/antwerp/rbu47182,House,1695000.0,5.0,425.0,nan,,,,,,,,residence,2000.0,antwerp,standard
RBU47949,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu47949,House,299000.0,3.0,145.0,Normal,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU48355,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu48355,House,314000.0,2.0,125.0,Excellent,,0.0,,1.0,,,,residence,2170.0,merksem,standard
RBU50779,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu50779,House,425000.0,3.0,200.0,Normal,,0.0,,1.0,,,,residence,2100.0,deurne,standard
RBU50855,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbu50855,House,299000.0,2.0,155.0,To be renovated,,0.0,,1.0,,,,residence,2020.0,antwerp,standard
RWC41014,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rwc41014,House,407000.0,2.0,135.0,Excellent,,,,1.0,,,,residence,2020.0,antwerp,standard
RBU50859,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbu50859,House,345000.0,3.0,175.0,To be renovated,,0.0,,1.0,,,,residence,2020.0,antwerp,standard
RBU52073,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu52073,House,299000.0,3.0,129.0,nan,,,,,,,,residence,2060.0,antwerp,standard
RBU52191,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu52191,House,315000.0,3.0,160.0,nan,,,,1.0,,,,residence,2660.0,hoboken,standard
RBU55910,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu55910,House,349000.0,3.0,139.0,Normal,,0.0,,,,,,residence,2180.0,ekeren,standard
RBU55933,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu55933,House,259000.0,2.0,88.0,To be renovated,,0.0,,1.0,,,,residence,2170.0,merksem,standard
