,property_id,url,property_type,price,rooms,area,state,has_open_fire,property_subtype,postal_code,locality,sale_type,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen,price_per_m2,log_price_m2,cluster,is_luxurious
1826,rbu47933,https://immovlan.be/en/detail/residence/for-sale/3000/leuven/rbu47933,House,399000.0,3.0,125.0,,,residence,3000.0,leuven,standard,2.0,,1.0,1.0,,,3192.0,8.068402958569699,0.0,False
1827,rbu47755,https://immovlan.be/en/detail/residence/for-sale/3000/leuven/rbu47755,House,775000.0,5.0,245.0,Normal,,residence,3000.0,leuven,standard,2.0,0.0,1.0,1.0,No,Super equipped,3163.265306122449,8.059360097790757,1.0,True
1828,rbu48561,https://immovlan.be/en/detail/master-house/for-sale/3000/leuven/rbu48561,Other,895000.0,3.0,339.0,To be renovated,,master-house,3000.0,leuven,standard,,0.0,0.0,1.0,,,2640.117994100295,7.878578889876542,1.0,True
1829,rbu52136,https://immovlan.be/en/detail/residence/for-sale/3010/kessel-lo/rbu52136,House,349000.0,4.0,120.0,To be renovated,,residence,3010.0,kessel-lo,standard,,,0.0,0.0,,,2908.3333333333335,7.975335458402518,0.0,False
1830,rbu56978,https://immovlan.be/en/detail/residence/for-sale/3001/heverlee/rbu56978,House,695000.0,3.0,247.0,Normal,,residence,3001.0,heverlee,standard,,0.0,1.0,1.0,,,2813.7651821862346,7.942278787918952,0.0,False
1831,rwc40720,https://immovlan.be/en/detail/villa/for-sale/3000/leuven/rwc40720,House,1280000.0,6.0,895.0,Excellent,1.0,villa,3000.0,leuven,standard,4.0,,1.0,1.0,Yes,Fully equipped,1430.167597765363,7.265546917620944,1.0,True
1832,rbu56977,https://immovlan.be/en/detail/residence/for-sale/3001/heverlee/rbu56977,House,695000.0,3.0,247.0,Normal,,residence,3001.0,heverlee,standard,,0.0,1.0,1.0,,,2813.7651821862346,7.942278787918952,0.0,False
1833,vbd31874,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbd31874,House,149000.0,2.0,120.0,Normal,,residence,7033.0,cuesmes,standard,2.0,0.0,1.0,1.0,,,1241.6666666666667,7.12420984214555,0.0,False
1834,vbd45086,https://immovlan.be/en/detail/residence/for-sale/7030/saint-symphorien/vbd45086,House,150000.0,1.0,100.0,,,residence,7030.0,saint-symphorien,standard,2.0,,1.0,0.0,,,1500.0,7.313220387090301,0.0,False
1835,vaz48033,https://immovlan.be/en/detail/residence/for-sale/7032/spiennes/vaz48033,House,449500.0,4.0,257.0,,,residence,7032.0,spiennes,standard,4.0,0.0,1.0,1.0,,Super equipped,1749.0272373540856,7.466815047998592,0.0,False
1836,vwd11614,https://immovlan.be/en/detail/villa/for-sale/7000/mons/vwd11614,House,325000.0,6.0,230.0,Normal,,villa,7000.0,mons,standard,4.0,,,1.0,,Partially equipped,1413.0434782608695,7.253501152388679,0.0,False
1837,vbb45521,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbb45521,Other,249000.0,2.0,130.0,To renovate,,mixed-building,7000.0,mons,standard,3.0,0.0,,,No,,1915.3846153846155,7.557673724991262,0.0,False
1841,vbc25877,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbc25877,House,360000.0,4.0,230.0,Normal,,residence,7000.0,mons,standard,,,,,,,1565.2173913043478,7.355780001509097,0.0,False
1843,vbc30843,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbc30843,Other,179000.0,1.0,170.0,Normal,,mixed-building,7000.0,mons,standard,2.0,0.0,,,No,Fully equipped,1052.9411764705883,6.959342647772631,0.0,False
1844,vbc44886,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbc44886,House,168000.0,1.0,254.0,,,residence,7012.0,jemappes,standard,3.0,,0.0,0.0,,,661.4173228346457,6.494384991366859,0.0,False
1845,vbb52164,https://immovlan.be/en/detail/residence/for-sale/7020/maisieres/vbb52164,House,210000.0,3.0,148.0,Normal,,residence,7020.0,maisieres,standard,3.0,0.0,1.0,1.0,No,Fully equipped,1418.918918918919,7.257650535935491,0.0,False
1846,vbc76293,https://immovlan.be/en/detail/residence/for-sale/7020/nimy/vbc76293,House,140000.0,2.0,121.0,Normal,,residence,7020.0,nimy,standard,3.0,0.0,1.0,1.0,,Fully equipped,1157.0247933884298,7.0536071559947,0.0,False
1847,vbc68933,https://immovlan.be/en/detail/master-house/for-sale/7000/mons/vbc68933,Other,350000.0,4.0,225.0,Normal,,master-house,7000.0,mons,standard,3.0,,,1.0,,,1555.5555555555557,7.3495880312611765,0.0,False
1848,vwd12943,https://immovlan.be/en/detail/master-house/for-sale/7000/mons/vwd12943,Other,800000.0,5.0,330.0,Excellent,,master-house,7000.0,mons,standard,,,1.0,1.0,,Fully equipped,2424.242424242424,7.793274352189538,1.0,True
1849,vbc27797,https://immovlan.be/en/detail/residence/for-sale/7011/ghlin/vbc27797,House,180000.0,2.0,152.0,To be renovated,,residence,7011.0,ghlin,standard,3.0,0.0,0.0,1.0,,,1184.2105263157894,7.076831609026071,0.0,False
1850,vbc47934,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbc47934,House,169000.0,3.0,150.0,,,residence,7012.0,jemappes,standard,,,1.0,1.0,,,1126.6666666666667,7.027018699808955,0.0,False
1852,rwc39546,https://immovlan.be/en/detail/residence/for-sale/7000/mons/rwc39546,House,355542.0,3.0,258.0,Excellent,,residence,7000.0,mons,standard,,,,1.0,,Super equipped,1378.0697674418604,7.228439079785342,0.0,False
1853,vbc79833,https://immovlan.be/en/detail/residence/for-sale/7011/ghlin/vbc79833,House,155000.0,4.0,248.0,To be renovated,,residence,7011.0,ghlin,standard,2.0,0.0,1.0,1.0,,,625.0,6.437751649736401,0.0,False
1854,vbc80518,https://immovlan.be/en/detail/mixed-building/for-sale/7022/harmignies/vbc80518,Other,119000.0,2.0,200.0,To be renovated,,mixed-building,7022.0,harmignies,standard,2.0,0.0,1.0,1.0,No,,595.0,6.38856140554563,0.0,False
1855,vbd07259,https://immovlan.be/en/detail/villa/for-sale/7012/flenu/vbd07259,House,250000.0,2.0,100.0,To be renovated,,villa,7012.0,flenu,standard,4.0,0.0,1.0,1.0,No,Fully equipped,2500.0,7.824046010856292,0.0,False
1856,vbd07330,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbd07330,Other,430000.0,,300.0,Excellent,,mixed-building,7000.0,mons,standard,2.0,,1.0,,No,,1433.3333333333333,7.267758013013544,,False
1857,vbc57494,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbc57494,Other,215000.0,3.0,153.0,Normal,,mixed-building,7000.0,mons,standard,2.0,,1.0,,,,1405.2287581699347,7.247955385717365,0.0,False
1858,vbc51170,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbc51170,House,169000.0,1.0,88.0,Normal,,residence,7000.0,mons,standard,2.0,,,,No,,1920.4545454545455,7.560317179427004,0.0,False
1859,vbd08009,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd08009,House,375000.0,4.0,203.0,Normal,,residence,7000.0,mons,standard,2.0,0.0,1.0,1.0,Yes,,1847.2906403940888,7.52147532591076,0.0,False
1862,vbc89207,https://immovlan.be/en/detail/residence/for-sale/7022/mesvin/vbc89207,House,200000.0,4.0,140.0,Normal,,residence,7022.0,mesvin,standard,2.0,0.0,1.0,1.0,,Fully equipped,1428.5714285714287,7.264430222920869,0.0,False
1863,vbd08295,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd08295,House,399000.0,3.0,122.0,Fully renovated,,residence,7000.0,mons,standard,3.0,0.0,,1.0,No,Fully equipped,3270.4918032786886,8.092695651138744,0.0,False
1864,vbd08014,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbd08014,House,89000.0,3.0,94.0,To be renovated,,residence,7033.0,cuesmes,standard,2.0,0.0,1.0,1.0,No,Partially equipped,946.8085106382979,6.853096866444273,0.0,False
1865,vbc84032,https://immovlan.be/en/detail/residence/for-sale/7022/harveng/vbc84032,House,410800.0,3.0,187.0,New,,residence,7022.0,harveng,standard,4.0,,,1.0,,,2196.7914438502676,7.6947531401819536,0.0,False
1866,vbd09137,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd09137,House,90000.0,3.0,115.0,To be renovated,,residence,7012.0,flenu,standard,3.0,0.0,0.0,1.0,,Partially equipped,782.6086956521739,6.662632820949152,0.0,False
1867,vbd09140,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbd09140,House,170000.0,3.0,90.0,Normal,,residence,7012.0,jemappes,standard,2.0,0.0,1.0,1.0,,Fully equipped,1888.888888888889,7.543744045702134,0.0,False
1868,vbd11298,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd11298,House,160000.0,3.0,120.0,To renovate,,residence,7012.0,flenu,standard,2.0,0.0,1.0,1.0,,Partially equipped,1333.3333333333333,7.195437351433918,0.0,False
1870,vbd15620,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbd15620,House,90000.0,2.0,74.0,Normal,,residence,7012.0,jemappes,standard,2.0,0.0,1.0,1.0,,,1216.2162162162163,7.1034998561082325,0.0,False
1871,vbd21843,https://immovlan.be/en/detail/residence/for-sale/7022/hyon/vbd21843,House,260000.0,2.0,120.0,Normal,,residence,7022.0,hyon,standard,,,,,,,2166.6666666666665,7.680945167215619,0.0,False
1872,vbd21469,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbd21469,Other,490000.0,7.0,376.0,Normal,,mixed-building,7000.0,mons,standard,2.0,,1.0,,,,1303.1914893617022,7.172571526696915,1.0,True
1873,vbd22012,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbd22012,House,210000.0,3.0,147.0,To be renovated,,residence,7012.0,jemappes,standard,2.0,0.0,0.0,1.0,,,1428.5714285714287,7.264430222920869,0.0,False
1874,vbc73254,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbc73254,House,195000.0,2.0,130.0,Fully renovated,,residence,7012.0,jemappes,standard,2.0,,1.0,0.0,,Super equipped,1500.0,7.313220387090301,0.0,False
1875,vbc94183,https://immovlan.be/en/detail/residence/for-sale/7022/hyon/vbc94183,House,249000.0,2.0,120.0,Excellent,,residence,7022.0,hyon,standard,3.0,,1.0,1.0,,,2075.0,7.637716432664798,0.0,False
1876,vbc95963,https://immovlan.be/en/detail/residence/for-sale/7020/nimy/vbc95963,House,155000.0,3.0,105.0,To renovate,,residence,7020.0,nimy,standard,2.0,0.0,1.0,,,Partially equipped,1476.1904761904761,7.2972200457438605,0.0,False
1879,vbb89940,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbb89940,House,239000.0,6.0,250.0,,,residence,7000.0,mons,standard,2.0,0.0,0.0,0.0,,,956.0,6.862757913051401,0.0,False
1880,vbc79325,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbc79325,House,145000.0,3.0,129.0,Normal,,residence,7033.0,cuesmes,standard,2.0,0.0,1.0,1.0,No,Partially equipped,1124.031007751938,7.024676617041039,0.0,False
1882,vbd22135,https://immovlan.be/en/detail/residence/for-sale/7022/harmignies/vbd22135,House,1150000.0,7.0,647.0,Excellent,1.0,residence,7022.0,harmignies,standard,4.0,,1.0,1.0,Yes,Super equipped,1777.434312210201,7.482926205838532,1.0,True
1883,vbc96495,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbc96495,House,195000.0,5.0,195.0,To be renovated,,residence,7000.0,mons,standard,3.0,,,1.0,,,1000.0,6.907755278982137,0.0,False
1884,vbc91789,https://immovlan.be/en/detail/residence/for-sale/7034/saint-denis/vbc91789,House,220000.0,5.0,266.0,To be renovated,,residence,7034.0,saint-denis,standard,3.0,0.0,1.0,1.0,,,827.0676691729324,6.7178865165528,0.0,False
1886,vbc98396,https://immovlan.be/en/detail/residence/for-sale/7022/mesvin/vbc98396,House,160000.0,3.0,120.0,To renovate,,residence,7022.0,mesvin,standard,3.0,0.0,1.0,1.0,,Fully equipped,1333.3333333333333,7.195437351433918,0.0,False
1887,vbd23086,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd23086,House,199000.0,2.0,138.0,To be renovated,,residence,7000.0,mons,standard,3.0,0.0,,,No,,1442.0289855072465,7.273806418549425,0.0,False
1888,vbc97882,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbc97882,House,125000.0,2.0,70.0,To renovate,,residence,7033.0,cuesmes,standard,2.0,0.0,,1.0,,Fully equipped,1785.7142857142858,7.487573774235079,0.0,False
1889,vbc99069,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbc99069,House,115000.0,2.0,128.0,Normal,,residence,7012.0,jemappes,standard,,,,,,,898.4375,6.80065714342577,0.0,False
1890,vbc98398,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbc98398,House,235000.0,3.0,120.0,Normal,,residence,7000.0,mons,standard,2.0,0.0,1.0,0.0,,Partially equipped,1958.3333333333333,7.57984905034425,0.0,False
1891,vbd00192,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd00192,House,245000.0,5.0,406.0,Excellent,,residence,7012.0,flenu,standard,2.0,0.0,0.0,1.0,,,603.448275862069,6.402660329925132,1.0,True
1892,vbd00171,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd00171,House,185000.0,4.0,160.0,,,residence,7012.0,flenu,standard,2.0,0.0,1.0,1.0,,Fully equipped,1156.25,7.052937288826635,0.0,False
1893,vbd01098,https://immovlan.be/en/detail/residence/for-sale/7034/obourg/vbd01098,House,129000.0,3.0,85.0,,,residence,7034.0,obourg,standard,3.0,,0.0,1.0,,,1517.6470588235295,7.324916426853493,0.0,False
1894,vbd04815,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbd04815,Other,365000.0,3.0,190.0,Fully renovated,,mixed-building,7000.0,mons,standard,2.0,0.0,0.0,0.0,No,,1921.0526315789473,7.560628560404142,0.0,False
1895,vbd05329,https://immovlan.be/en/detail/residence/for-sale/7020/nimy/vbd05329,House,179000.0,3.0,192.0,To be renovated,,residence,7020.0,nimy,standard,3.0,0.0,1.0,1.0,No,Partially equipped,932.2916666666666,6.83764571279511,0.0,False
1897,vbd06303,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd06303,House,325000.0,6.0,340.0,To be renovated,,residence,7000.0,mons,standard,3.0,0.0,1.0,1.0,No,,955.8823529411765,6.8626348437016675,1.0,True
1898,vbd07173,https://immovlan.be/en/detail/residence/for-sale/7024/ciply/vbd07173,House,98000.0,3.0,144.0,To be renovated,,residence,7024.0,ciply,standard,2.0,,,1.0,,,680.5555555555555,6.522909458076708,0.0,False
1899,vbd06305,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbd06305,Other,325000.0,,340.0,To be renovated,,mixed-building,7000.0,mons,standard,3.0,0.0,1.0,1.0,No,,955.8823529411765,6.8626348437016675,,False
1900,vbd32851,https://immovlan.be/en/detail/villa/for-sale/7012/flenu/vbd32851,House,345000.0,3.0,145.0,Normal,,villa,7012.0,flenu,standard,4.0,0.0,0.0,1.0,,,2379.310344827586,7.774565953592922,0.0,False
1901,vwd15114,https://immovlan.be/en/detail/residence/for-sale/7022/hyon/vwd15114,House,195000.0,3.0,145.0,To be renovated,,residence,7022.0,hyon,standard,3.0,,,1.0,,Not equipped,1344.8275862068965,7.204021095125309,0.0,False
1902,vbd33352,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd33352,House,850000.0,6.0,450.0,Excellent,,residence,7000.0,mons,standard,2.0,0.0,1.0,1.0,Yes,Fully equipped,1888.888888888889,7.543744045702134,1.0,True
1903,vbd35207,https://immovlan.be/en/detail/residence/for-sale/7034/obourg/vbd35207,House,190000.0,4.0,119.0,,,residence,7034.0,obourg,standard,,,1.0,1.0,,,1596.638655462185,7.375655858031094,0.0,False
1905,vbd36367,https://immovlan.be/en/detail/villa/for-sale/7034/obourg/vbd36367,House,625000.0,6.0,425.0,Excellent,,villa,7034.0,obourg,standard,4.0,0.0,1.0,1.0,No,,1470.5882352941176,7.293417759794122,1.0,True
1906,vbd34371,https://immovlan.be/en/detail/mixed-building/for-sale/7012/jemappes/vbd34371,Other,250000.0,2.0,230.0,Normal,,mixed-building,7012.0,jemappes,standard,2.0,0.0,1.0,1.0,,Fully equipped,1086.9565217391305,6.991136887921188,0.0,False
1907,vbd36429,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd36429,House,570000.0,5.0,310.0,,,residence,7000.0,mons,standard,2.0,0.0,1.0,1.0,No,Super equipped,1838.7096774193549,7.516819342331541,1.0,True
1908,vbd35857,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd35857,House,149000.0,4.0,157.0,,,residence,7000.0,mons,standard,3.0,0.0,0.0,1.0,,,949.0445859872611,6.855455779579288,0.0,False
1909,rbu50245,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/rbu50245,House,139000.0,2.0,84.0,Fully renovated,,residence,7012.0,flenu,standard,,,,,,,1654.7619047619048,7.411412413269515,0.0,False
1910,rbu50246,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/rbu50246,House,129000.0,2.0,128.0,Fully renovated,,residence,7012.0,flenu,standard,,,,,,,1007.8125,6.915537419424192,0.0,False
1912,vwd15282,https://immovlan.be/en/detail/villa/for-sale/7000/mons/vwd15282,House,480000.0,4.0,195.0,,,villa,7000.0,mons,standard,,,1.0,1.0,,Partially equipped,2461.5384615384614,7.808541824320327,0.0,False
1913,vbd41280,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd41280,House,160000.0,2.0,90.0,Excellent,,residence,7012.0,flenu,standard,2.0,0.0,0.0,0.0,,Fully equipped,1777.7777777777778,7.483119423885699,0.0,False
1915,vbd43006,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd43006,House,150000.0,2.0,98.0,To be renovated,,residence,7012.0,flenu,standard,3.0,0.0,1.0,1.0,,,1530.6122448979593,7.333423094407821,0.0,False
1917,vbd23936,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbd23936,House,180000.0,5.0,144.0,Under construction,,residence,7012.0,jemappes,standard,2.0,0.0,1.0,1.0,No,,1250.0,7.1308988302963465,0.0,False
1918,vbd42373,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd42373,House,199900.0,3.0,110.0,,,residence,7012.0,flenu,standard,3.0,0.0,1.0,1.0,,,1817.2727272727273,7.505092154696075,0.0,False
1921,vbd26016,https://immovlan.be/en/detail/residence/for-sale/7022/harmignies/vbd26016,House,625000.0,5.0,566.0,Excellent,,residence,7022.0,harmignies,standard,3.0,,1.0,1.0,No,Partially equipped,1104.2402826855123,7.006912850515356,1.0,True
1922,vbd26776,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd26776,House,159000.0,3.0,166.0,To be renovated,,residence,7000.0,mons,standard,2.0,0.0,1.0,1.0,No,,957.8313253012049,6.864671692845826,0.0,False
1923,vbd25071,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbd25071,House,85000.0,2.0,85.0,To be renovated,,residence,7033.0,cuesmes,standard,2.0,0.0,0.0,1.0,No,,1000.0,6.907755278982137,0.0,False
1925,vbd27596,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd27596,House,125000.0,2.0,110.0,To be renovated,,residence,7012.0,flenu,standard,2.0,0.0,0.0,1.0,,,1136.3636363636363,7.035588650492022,0.0,False
1927,vbd27968,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd27968,House,401300.0,3.0,187.0,New,,residence,7000.0,mons,standard,4.0,,,1.0,,,2145.9893048128342,7.671355939400422,0.0,False
1928,vbd30352,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd30352,House,950000.0,9.0,569.0,Normal,,residence,7000.0,mons,standard,4.0,,0.0,1.0,,,1669.5957820738138,7.420336829450393,1.0,True
1929,vbd30384,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd30384,House,140000.0,5.0,165.0,,,residence,7012.0,flenu,standard,2.0,0.0,0.0,1.0,,,848.4848484848485,6.74345222769086,0.0,False
1930,vbd28999,https://immovlan.be/en/detail/residence/for-sale/7022/harveng/vbd28999,House,375000.0,4.0,291.0,To renovate,,residence,7022.0,harveng,standard,4.0,0.0,1.0,1.0,,,1288.659793814433,7.1613580377810555,0.0,False
1931,vbd30889,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd30889,House,289500.0,3.0,167.0,To be renovated,,residence,7000.0,mons,standard,2.0,0.0,1.0,1.0,No,Fully equipped,1733.5329341317365,7.457916763578432,0.0,False
1932,vbd29051,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd29051,House,189000.0,4.0,169.0,Normal,,residence,7012.0,flenu,standard,2.0,0.0,1.0,1.0,No,Fully equipped,1118.3431952662722,7.019603579118706,0.0,False
1933,vbd31299,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbd31299,Other,250000.0,2.0,108.0,Normal,,mixed-building,7000.0,mons,standard,2.0,,,,,Fully equipped,2314.814814814815,7.747084969720164,0.0,False
1934,vbd28976,https://immovlan.be/en/detail/residence/for-sale/7030/saint-symphorien/vbd28976,House,359000.0,3.0,196.0,New,,residence,7030.0,saint-symphorien,standard,2.0,0.0,1.0,1.0,,,1831.6326530612246,7.512963008239899,0.0,False
1935,vbd01678,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbd01678,House,95000.0,2.0,120.0,To be renovated,,residence,7012.0,flenu,standard,3.0,0.0,1.0,1.0,,,791.6666666666666,6.674140427800632,0.0,False
1936,vbd31838,https://immovlan.be/en/detail/residence/for-sale/7020/maisieres/vbd31838,House,165000.0,2.0,124.0,Normal,,residence,7020.0,maisieres,standard,3.0,0.0,1.0,1.0,No,Partially equipped,1330.6451612903227,7.193419187277681,0.0,False
1937,vbd32198,https://immovlan.be/en/detail/residence/for-sale/7032/spiennes/vbd32198,House,525000.0,4.0,322.0,Excellent,,residence,7032.0,spiennes,standard,4.0,,1.0,1.0,Yes,,1630.4347826086957,7.396601996029353,1.0,True
1939,vbd31862,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbd31862,House,90000.0,2.0,130.0,To be renovated,,residence,7012.0,jemappes,standard,2.0,0.0,1.0,1.0,,,692.3076923076923,6.54003049885682,0.0,False
1940,vbd46253,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd46253,House,85000.0,2.0,60.0,To be renovated,,residence,7000.0,mons,standard,,,,,,,1416.6666666666667,7.256061973250353,0.0,False
1941,vbd45516,https://immovlan.be/en/detail/master-house/for-sale/7000/mons/vbd45516,Other,225000.0,4.0,186.0,Normal,,master-house,7000.0,mons,standard,2.0,0.0,0.0,1.0,,,1209.6774193548388,7.098109007473356,0.0,False
1942,vbd46255,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbd46255,House,175000.0,3.0,151.0,,,residence,7033.0,cuesmes,standard,2.0,0.0,0.0,1.0,,,1158.9403973509934,7.055261416090727,0.0,False
1944,vbd46452,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd46452,House,170000.0,2.0,138.0,Normal,,residence,7000.0,mons,standard,2.0,,1.0,1.0,,,1231.8840579710145,7.116300030875194,0.0,False
1945,vbd47441,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbd47441,House,120000.0,2.0,95.0,Normal,,residence,7033.0,cuesmes,standard,2.0,0.0,1.0,0.0,No,Partially equipped,1263.157894736842,7.141370130163642,0.0,False
1946,vbd48200,https://immovlan.be/en/detail/residence/for-sale/7031/villers-saint-ghislain/vbd48200,House,135000.0,1.0,80.0,To renovate,,residence,7031.0,villers-saint-ghislain,standard,3.0,0.0,1.0,1.0,,Fully equipped,1687.5,7.431003422746685,0.0,False
1947,vbd46680,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd46680,House,309000.0,3.0,175.0,Normal,,residence,7000.0,mons,standard,2.0,0.0,1.0,1.0,No,Fully equipped,1765.7142857142858,7.476310581956368,0.0,False
1948,vbd44674,https://immovlan.be/en/detail/villa/for-sale/7000/mons/vbd44674,House,395000.0,5.0,302.0,Normal,,villa,7000.0,mons,standard,4.0,0.0,1.0,1.0,,,1307.9470198675497,7.176214026508389,0.0,False
1950,vbc99140,https://immovlan.be/en/detail/residence/for-sale/7020/nimy/vbc99140,House,252000.0,3.0,130.0,Normal,,residence,7020.0,nimy,standard,3.0,0.0,1.0,1.0,Yes,Fully equipped,1938.4615384615386,7.569649916037978,0.0,False
1952,vbd08694,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbd08694,House,155000.0,3.0,75.0,Excellent,,residence,7012.0,jemappes,standard,3.0,0.0,1.0,0.0,,Partially equipped,2066.6666666666665,7.6336922823650735,0.0,False
1956,vbc11342,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbc11342,Other,225000.0,,140.0,Normal,,mixed-building,7000.0,mons,standard,2.0,,,,,,1607.142857142857,7.382213258577253,,False
1957,vbc96738,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbc96738,Other,525000.0,7.0,376.0,Normal,,mixed-building,7000.0,mons,standard,2.0,,1.0,,,,1396.276595744681,7.241564398183867,1.0,True
1959,vbd38220,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbd38220,House,185000.0,2.0,110.0,To be renovated,,residence,7033.0,cuesmes,standard,,,,,,,1681.8181818181818,7.4276307382680455,0.0,False
1960,vbd44791,https://immovlan.be/en/detail/residence/for-sale/7024/ciply/vbd44791,House,300000.0,4.0,250.0,Normal,,residence,7024.0,ciply,standard,2.0,0.0,1.0,1.0,,Fully equipped,1200.0,7.090076835776092,0.0,False
1961,vbc97585,https://immovlan.be/en/detail/residence/for-sale/7033/cuesmes/vbc97585,House,99000.0,2.0,82.0,To be renovated,,residence,7033.0,cuesmes,standard,2.0,0.0,1.0,1.0,,Fully equipped,1207.3170731707316,7.096155881852474,0.0,False
1962,vbd44840,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd44840,House,200000.0,2.0,100.0,To renovate,,residence,7000.0,mons,standard,2.0,0.0,1.0,1.0,,Partially equipped,2000.0,7.600902459542082,0.0,False
1963,vbd32862,https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd32862,House,725000.0,8.0,418.0,Normal,1.0,residence,7000.0,mons,standard,3.0,,1.0,1.0,,,1734.4497607655503,7.458445501312055,1.0,True
1964,vbc44719,https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbc44719,Other,425000.0,1.0,316.0,Normal,,mixed-building,7000.0,mons,standard,3.0,,,,,,1344.9367088607594,7.204102234319642,0.0,False
1965,vbd44792,https://immovlan.be/en/detail/residence/for-sale/7024/ciply/vbd44792,House,300000.0,4.0,250.0,Normal,,residence,7024.0,ciply,standard,,,,,,,1200.0,7.090076835776092,0.0,False
1966,rbu58412,https://immovlan.be/en/detail/residence/for-sale/9320/nieuwerkerken/rbu58412,House,389000.0,3.0,140.0,Normal,,residence,9320.0,nieuwerkerken,standard,,,,,,,2778.5714285714284,7.929692199991279,0.0,False
1967,rbu56989,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbu56989,House,299000.0,3.0,152.0,Excellent,,residence,9300.0,aalst,standard,,,1.0,1.0,,,1967.1052631578948,7.584318331526547,0.0,False
1968,rbu42901,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbu42901,House,495000.0,2.0,106.0,Normal,,residence,9320.0,erembodegem,standard,4.0,0.0,1.0,1.0,,Partially equipped,4669.811320754717,8.44887394743876,0.0,False
1969,rbu43526,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbu43526,House,299000.0,3.0,154.0,,,residence,9300.0,aalst,standard,2.0,,1.0,1.0,,,1941.5584415584415,7.571246249959194,0.0,False
