property_id,url,property_type,price,number_of_bedrooms,municipality_url,livable_surface,vat,number_of_bathrooms,elevator,type_of_heating,state_of_the_property,specific_primary_energy_consumption,number_of_toilets,number_of_facades,flooding_area_type,furnished,availability,currently_leased,certification_electrical_installation,running_water,build_year,total_land_surface,cadastral_income,type_of_glazing,floor_of_appartment,garage,preemption_right,orientation_of_the_front_facade,epc_peb_reference,attic,surface_of_living_room,gas,surface_terrace,access_for_disabled,urbanism_affectation,number_of_parking_places_outdoor_,frontage_width,validity_date_epc_peb,number_of_floors,surface_garden,kitchen_equipment,sewer_connection,surface_kitchen,kitchen_type,surface_bedroom_1,ground_depth,surface_bedroom_2,the_property_and_or_its_surroundings_are_protected_,swimming_pool,alarm,building_permission_granted,surface_bedroom_3,cellar,yearly_total_primary_energy_consumption,buildable_surface,terrain_width_at_the_roadside,number_of_garages,planning_permission_granted,balcony,postal_code,municipality,air_conditioning,g_score,p_score,surface_bedroom_4,water_sensitive_open_space_areas,certification_as_build_,garden_orientation,number_of_parking_spaces_indoor_,rain_water_tank,demarcated_flooding_area,co2_emission,number_of_showers,wash_room,entry_phone,surface_of_the_cellar_s_,fireplace,vat_applied_,certification_electrical_installation_validity,solar_panels,floor_heating,opportunity_for_professional,total_surface,adaptations_for_elderlies,level_e,level_k,garden,terrace,609af22983804603bea6649c89f568ac_pdf,3db7d3c8c5b0480fbe5874334949d458_pdf,61b91a4b75064bec8e90edc245196cae_pdf,0aa4be20656b4c69943fca725b87c92c_jpg,4316af2f60b841a6be640faa59e71f6e_jpg,certification_gasoil_tank,327d87d3989f41d8aa4d1a93f8e28b96_pdf,bf93099045124c7aac67041293f89dd4_pdf,b9ccbcc6a522446085f7b2eb40d1acbe_pdf,55900e2f20d8400d84006a1e784eb1ea_png,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf
RBU37604,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu37604,house,229000.0,2.0,deurne,103.0,0.0,2.0,0.0,Gas,To be renovated,439.0,2.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,59.0,441.0,,,,1.0,,202412130003479015RES1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU07478,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu07478,house,385000.0,4.0,wilrijk,168.0,0.0,1.0,0.0,Gas,Normal,235.0,2.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,197.0,627.0,,,,0.0,North,3633162-RES-1,,,,,,"Residential zone (residential, urban)",,,,,100.0,,,,,,38 m,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU43494,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu43494,house,335000.0,3.0,ekeren,155.0,0.0,1.0,0.0,Gas,Excellent,178.0,2.0,,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",,,,726.0,,,,0.0,North-west,20250224-0003531471-RES-3,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS62573,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbs62573,house,349000.0,5.0,antwerp,181.0,0.0,2.0,0.0,Gas,To be renovated,390.0,3.0,,no flooding area,0.0,On contract,,"No, certificate does not comply",,,82.0,,,,,0.0,North-west,20250202-0003515067-RES-2,,,,,,"Residential zone (residential, urban)",,,,,25.0,,,,,,17 m,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS93664,https://immovlan.be/en/detail/residence/for-sale/2030/antwerp/rbs93664,house,295000.0,3.0,antwerp,131.0,0.0,1.0,,,Excellent,228.0,2.0,,no flooding area,,,0.0,"yes, certificate in accordance",,,146.0,659.0,,,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS60539,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbs60539,house,320000.0,3.0,antwerp,129.0,0.0,1.0,0.0,,,266.0,,,no flooding area,,,,,,,40.0,,,,,1.0,,20240613-0003281119-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT79476,https://immovlan.be/en/detail/residence/for-sale/2030/antwerp/rbt79476,house,329000.0,3.0,antwerp,126.0,0.0,1.0,0.0,Not specified,,0.0,2.0,,no flooding area,,,0.0,,,,125.0,,,,,0.0,South-east,20250226-0003540264-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT96439,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbt96439,house,299000.0,3.0,antwerp,130.0,0.0,1.0,0.0,Gas,Normal,281.0,2.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,171.0,475.0,,,,0.0,South-west,20230906-0002982115-RES-1,,,,,,"Residential zone (residential, urban)",,,,,90.0,,,,,,38 m,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU43470,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu43470,house,480000.0,3.0,antwerp,122.0,,1.0,0.0,,New,,2.0,,no flooding area,0.0,Immediately,0.0,"yes, certificate in accordance",,,,,,,,0.0,South-west,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU16446,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbu16446,house,525000.0,3.0,antwerp,290.0,0.0,2.0,0.0,Gas,Normal,267.0,2.0,,no flooding area,0.0,Immediately,0.0,,,,106.0,,,,,0.0,South-east,3575569-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,20 m,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS95130,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbs95130,house,549000.0,7.0,antwerp,245.0,0.0,4.0,,,,188.0,5.0,,no flooding area,,,0.0,,,,166.0,946.0,,,,1.0,,,,,,,,"Residential zone (residential, urban)",,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU16486,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu16486,house,919000.0,5.0,antwerp,387.0,0.0,4.0,0.0,Gas,To be renovated,532.0,,,no flooding area,0.0,Negotiable,0.0,"yes, certificate in accordance",,,223.0,1093.0,,,,0.0,South,20210506-0002412207-RES-1,,,,,,"Residential area of cultural, historical value",,,,,,,,,,,25 m,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU16512,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu16512,house,445000.0,4.0,hoboken,185.0,0.0,1.0,0.0,Gas,Normal,,2.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,305.0,1003.0,,,,0.0,South,3661378-RES-1,,,,,,"Residential zone (residential, urban)",,,,,155.0,,,,,,30 m,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU16914,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu16914,house,279000.0,5.0,deurne,119.0,0.0,5.0,0.0,Electricity,Normal,657.0,5.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,71.0,505.0,,,,0.0,South,202502240003538105RES1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU16729,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu16729,house,399000.0,3.0,ekeren,220.0,0.0,2.0,0.0,Gas,,0.0,3.0,,no flooding area,,On contract,0.0,,,,392.0,,,,,0.0,South,20230821-0002968963-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,36 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU16621,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu16621,house,497200.0,3.0,wilrijk,228.0,0.0,1.0,,Gas,To be renovated,369.0,3.0,,no flooding area,0.0,On contract,0.0,,,,211.0,1591.0,,,,0.0,North,,,53.0,,,,"Residential zone (residential, urban)",,,,,95.0,,,,,,33 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWC40525,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rwc40525,house,459500.0,4.0,deurne,168.0,0.0,2.0,,Gas,Excellent,78.0,,,,,,,"yes, certificate in accordance",,,,1541.0,,,,,,0003669482,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU19867,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu19867,house,295000.0,2.0,deurne,134.0,0.0,2.0,0.0,Gas,To be renovated,257.0,2.0,,no flooding area,0.0,On contract,0.0,,,,93.0,,,,,0.0,South-west,202508120003663324RES1,,,,,,"Residential zone (residential, urban)",,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU20194,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu20194,house,349000.0,4.0,merksem,180.0,0.0,2.0,0.0,Gas,To be renovated,269.0,2.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,72.0,920.0,,,,0.0,,3639243,,,,,,"Residential zone (residential, urban)",,,,,3.0,,,,,,13 m,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU20484,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu20484,house,490000.0,3.0,antwerp,117.0,0.0,1.0,0.0,Solar energy,Fully renovated,17.0,,,no flooding area,,,,,,,88.0,,,,,,,11002-G-OMV_2019099307/EP14854/A001/D07/SD001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU20383,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu20383,house,309000.0,3.0,ekeren,159.0,0.0,1.0,0.0,Gas,To be renovated,534.0,2.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,195.0,,,,,0.0,North-west,20250811-0003662652-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU20382,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbu20382,house,309000.0,3.0,ekeren,167.0,0.0,1.0,0.0,Gas,Normal,429.0,1.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,230.0,550.0,,,,0.0,North,2141504,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU20695,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu20695,house,349000.0,5.0,hoboken,189.0,0.0,2.0,0.0,Not specified,,252.0,2.0,,no flooding area,,On contract,0.0,,,,195.0,,,,,,North,3467280-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU20192,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu20192,house,315000.0,4.0,merksem,186.0,0.0,1.0,0.0,Gas,Normal,361.0,2.0,,no flooding area,0.0,Negotiable,0.0,"yes, certificate in accordance",,,174.0,979.0,,,,0.0,,3579940,,,,,,"Residential zone (residential, urban)",,,,,78.0,,,,,,30 m,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU20697,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu20697,house,355000.0,7.0,hoboken,333.0,0.0,3.0,0.0,Gas,,383.0,5.0,,no flooding area,,On contract,0.0,,,,216.0,,,,,,South-east,20201022-0002330872-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU20703,https://immovlan.be/en/detail/master-house/for-sale/2018/antwerp/rbu20703,house,1095000.0,4.0,antwerp,,0.0,2.0,0.0,Gas,Fully renovated,99.0,,,no flooding area,,,,,,,,1302.0,,,,,,11002-G-OMV_2022077521/EP14805/A001/D01/SD001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU23166,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbu23166,house,199000.0,1.0,hoboken,116.0,0.0,1.0,0.0,Electricity,To be renovated,493.0,2.0,,no flooding area,0.0,,0.0,"No, certificate does not comply",,,58.0,497.0,,,,0.0,,20250803-0003657875-RES-2,,24.0,,,,"Residential zone (residential, urban)",,,,,,,,,,,14 m,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU23653,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu23653,house,219000.0,2.0,deurne,134.0,0.0,1.0,0.0,Not specified,To be renovated,495.0,,,,0.0,On contract,0.0,"No, certificate does not comply",,,111.0,,,,,0.0,South,202507180003650008RES1,,28.0,,,,"Residential zone (residential, urban)",,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU23315,https://immovlan.be/en/detail/master-house/for-sale/2018/antwerp/rbu23315,house,665000.0,4.0,antwerp,190.0,0.0,2.0,0.0,Gas,Fully renovated,219.0,,,no flooding area,0.0,,,,,,57.0,649.0,,,,,,20200604-0002276805-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT45088,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt45088,house,469000.0,2.0,antwerp,238.0,0.0,1.0,0.0,Gas,Normal,151.0,2.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,110.0,1668.0,,,,,North-east,Certificaat-20250526-0003610075-RES-1,,,,,,,,,,,,,,,,,22 m,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT48197,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt48197,house,495000.0,4.0,antwerp,333.0,0.0,2.0,0.0,Gas,Normal,368.0,2.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,209.0,,,,,1.0,North-east,202411114-0003438929-RES-2,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,28 m,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT46918,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt46918,house,165000.0,2.0,antwerp,42.0,0.0,1.0,0.0,Gas,To be renovated,957.0,1.0,,no flooding area,0.0,Immediately,0.0,,,,62.0,158.0,,,,1.0,South-west,20250505-0003592745-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,10 m,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT66718,https://immovlan.be/en/detail/residence/for-sale/2600/berchem/rbt66718,house,375000.0,4.0,berchem,184.0,0.0,2.0,0.0,Electricity,To be renovated,656.0,2.0,,no flooding area,0.0,Immediately,0.0,,,,62.0,,,,,0.0,South-east,20210323-0002391644-res-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,10 m,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT68986,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbt68986,house,973000.0,5.0,antwerp,286.0,0.0,3.0,0.0,Gas,Fully renovated,147.0,,,no flooding area,,,,,,,339.0,1149.0,,,,,,20240710-0003308760-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT73823,https://immovlan.be/en/detail/villa/for-sale/2610/wilrijk/rbt73823,house,650000.0,3.0,wilrijk,195.0,0.0,2.0,,Hot air,To be renovated,494.0,3.0,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,560.0,2010.0,,,,0.0,South,,,36.0,,,,"Residential zone (residential, urban)",,,,,200.0,,,,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT87283,https://immovlan.be/en/detail/residence/for-sale/2000/antwerp/rbt87283,house,399000.0,3.0,antwerp,75.0,0.0,3.0,0.0,Electricity,Normal,452.0,3.0,,no flooding area,0.0,Immediately,0.0,"yes, certificate in accordance",,,40.0,1239.0,,,,1.0,South-east,3398334,,,,,,"Residential area of cultural, historical value",,,,,8.0,,,,,,7 m,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT73777,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt73777,house,595000.0,7.0,antwerp,250.0,0.0,6.0,0.0,Gas,To be renovated,,7.0,,no flooding area,0.0,Immediately,0.0,,,,100.0,,,,,1.0,North-east,20241209-0003474250-knr-1,,,,,,"Residential zone (residential, urban)",,,,,10.0,,,,,,18 m,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT87482,https://immovlan.be/en/detail/residence/for-sale/2660/hoboken/rbt87482,house,310000.0,2.0,hoboken,171.0,0.0,1.0,0.0,,To be renovated,228.0,,,no flooding area,0.0,On contract,0.0,"No, certificate does not comply",,,226.0,718.0,,,,0.0,North-west,20240126-00033122349-RES-1,,,,,,"Residential zone (residential, urban)",,,,,131.0,,,,,,52 m,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT77260,https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rbt77260,house,280000.0,4.0,borgerhout,177.0,0.0,1.0,0.0,Coal,To be renovated,473.0,2.0,,no flooding area,0.0,Negotiable,0.0,"No, certificate does not comply",,,,580.0,,,,0.0,,3574196-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT87751,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbt87751,house,349000.0,3.0,wilrijk,162.0,0.0,2.0,0.0,Gas,To be renovated,394.0,,,no flooding area,,Negotiable,,,,,165.0,,,,,,,20250306-0003546078-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT89973,https://immovlan.be/en/detail/master-house/for-sale/2100/deurne/rbt89973,house,450000.0,4.0,deurne,343.0,0.0,4.0,0.0,Gas,To be renovated,609.0,4.0,,no flooding area,0.0,On contract,0.0,,,,372.0,,,,,0.0,West,20240620-0003289162-RES-1,,,,,,"Residential zone (residential, urban)",,,,,124.0,,,,,,46 m,,,,,,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT98424,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt98424,house,349000.0,3.0,antwerp,171.0,0.0,1.0,0.0,Gas,Normal,324.0,2.0,,,0.0,Negotiable,0.0,,,,74.0,552.0,,,,1.0,North,Certificaat-20250718-0003649807-RES-1,,,,,,"Residential zone (residential, urban)",,,,,8.0,,,,,,17 m,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT99446,https://immovlan.be/en/detail/residence/for-sale/2180/ekeren/rbt99446,house,575000.0,4.0,ekeren,166.0,0.0,1.0,0.0,,To be renovated,455.0,2.0,,no flooding area,,On contract,,"No, certificate does not comply",,,661.0,1090.0,,,,0.0,South,,,38.0,,,,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU00157,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu00157,house,365000.0,3.0,deurne,140.0,0.0,1.0,0.0,Gas,Normal,283.0,2.0,,no flooding area,0.0,,0.0,"yes, certificate in accordance",,,160.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU02189,https://immovlan.be/en/detail/mixed-building/for-sale/2100/deurne/rbu02189,house,425000.0,4.0,deurne,139.0,0.0,2.0,0.0,,To renovate,207.0,,,,0.0,,,"yes, certificate in accordance",,,,,,,,0.0,North,,,26.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU02704,https://immovlan.be/en/detail/residence/for-sale/2140/antwerp/rbu02704,house,399000.0,4.0,antwerp,174.0,0.0,1.0,0.0,,Normal,263.0,2.0,,,,On contract,,"No, certificate does not comply",,,66.0,,,,,0.0,East,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU43471,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbu43471,house,470000.0,3.0,antwerp,117.0,,1.0,0.0,,New,,2.0,,no flooding area,0.0,Immediately,0.0,"yes, certificate in accordance",,,,,,,,0.0,South-west,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBR88750,https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rbr88750,house,369000.0,3.0,borgerhout,133.0,0.0,1.0,0.0,,To be renovated,397.0,2.0,,no flooding area,0.0,Immediately,0.0,"No, certificate does not comply",,,211.0,696.0,,,,0.0,South,20240422-0003223225-RES-1,,,,,,"Residential zone (residential, urban)",,,,,128.0,,,,,,41 m,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWD09446,https://immovlan.be/en/detail/residence/for-sale/2140/antwerp/vwd09446,house,549500.0,3.0,antwerp,146.0,,2.0,,Not specified,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBR93494,https://immovlan.be/en/detail/master-house/for-sale/2018/antwerp/rbr93494,house,,6.0,antwerp,416.0,0.0,2.0,0.0,Gas,To be renovated,541.0,,,no flooding area,,,,,,,274.0,1489.0,,,,,,20241010-0003407273-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS52265,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbs52265,house,469000.0,5.0,wilrijk,249.0,,3.0,0.0,Gas,To be renovated,275.0,,,no flooding area,0.0,,,,,,184.0,,,,,,,20220218-0002548537-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT00788,https://immovlan.be/en/detail/master-house/for-sale/2140/borgerhout/rbt00788,house,449000.0,4.0,borgerhout,235.0,0.0,1.0,0.0,Gas,Normal,202.0,2.0,,no flooding area,0.0,From 28/11/2026,0.0,"yes, certificate in accordance",,,184.0,,,,,0.0,East,20240705-0003304249-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,35 m,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT15292,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbt15292,house,529000.0,3.0,antwerp,123.0,0.0,1.0,0.0,Not specified,,198.0,1.0,,no flooding area,,On contract,0.0,,,,,,,,,,,3007177-RES-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT00905,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbt00905,house,289000.0,4.0,deurne,127.0,0.0,2.0,0.0,Gas,Normal,399.0,2.0,,,0.0,On contract,0.0,"yes, certificate in accordance",,,75.0,750.0,,,,1.0,,202408090003336906RES1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT09962,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbt09962,house,345000.0,7.0,deurne,190.0,0.0,3.0,,,,211.0,,,,,,0.0,,,,100.0,,,,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT14407,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt14407,house,499000.0,4.0,antwerp,275.0,0.0,4.0,0.0,Gas,To be renovated,303.0,4.0,,no flooding area,0.0,Negotiable,,"No, certificate does not comply",,,101.0,,,,,1.0,North,20220218-0002548854-RES-2,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,22 m,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT21112,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbt21112,house,265000.0,3.0,deurne,147.0,0.0,1.0,0.0,,Normal,228.0,1.0,,no flooding area,0.0,Negotiable,0.0,"yes, certificate in accordance",,,129.0,1043.0,,,,0.0,,202502100003526253RES1,,,,,,"Residential zone (residential, urban)",,,,,74.0,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
